Itearations;Unique samples;Sample length;Map size;MSE
40;45;4;14;0.153174896
40;45;4;16;0.13886124
40;45;4;18;0.173167241
40;45;4;20;0.163410258
40;45;5;2;0.439842788
40;45;5;4;0.32939843
40;45;5;6;0.296031201
40;45;5;8;0.269289449
40;45;5;10;0.258386157
40;45;5;12;0.237892763
40;45;5;14;0.25026154
40;45;5;16;0.242480413
40;45;5;18;0.250625246
40;45;5;20;0.22984307
40;45;6;2;0.471164282
40;45;6;4;0.40060448
40;45;6;6;0.388092842
40;45;6;8;0.363556297
40;45;6;10;0.370980666
40;45;6;12;0.340128538
40;45;6;14;0.330991672
40;45;6;16;0.282366833
40;45;6;18;0.327894868
40;45;6;20;0.348437325
40;45;7;2;0.630548154
40;45;7;4;0.472068606
40;45;7;6;0.4862721
40;45;7;8;0.460306411
40;45;7;10;0.422782617
40;45;7;12;0.455353629
40;45;7;14;0.43736688
40;45;7;16;0.397126009
40;45;7;18;0.357770792
40;45;7;20;0.414250743
40;45;8;2;0.841158583
40;45;8;4;0.596275366
40;45;8;6;0.563184692
40;45;8;8;0.487668458
40;45;8;10;0.493753485
40;45;8;12;0.488217749
40;45;8;14;0.511986782
40;45;8;16;0.453407439
40;45;8;18;0.498699495
40;45;8;20;0.456885332
40;45;9;2;0.870024695
40;45;9;4;0.731359601
40;45;9;6;0.693886083
40;45;9;8;0.648233731
40;45;9;10;0.684570286
40;45;9;12;0.566030094
40;45;9;14;0.57646868
40;45;9;16;0.550125715
40;45;9;18;0.588837219
40;45;9;20;0.598758178
40;45;10;2;0.998879416
40;45;10;4;0.827220546
40;45;10;6;0.734322233
40;45;10;8;0.730726423
40;45;10;10;0.700203256
40;45;10;12;0.685002055
40;45;10;14;0.641097372
40;45;10;16;0.702663464
40;45;10;18;0.685063442
40;45;10;20;0.68566163
40;50;1;2;0.029611024
40;50;1;4;0.009147032
40;50;1;6;0.010391851
40;50;1;8;0.004727659
40;50;1;10;0.006088668
40;50;1;12;0.003335803
40;50;1;14;0.005812765
40;50;1;16;0.004064821
40;50;1;18;0.002968781
40;50;1;20;0.004081174
40;50;2;2;0.09642963
40;50;2;4;0.055570363
40;50;2;6;0.05298849
40;50;2;8;0.033953752
40;50;2;10;0.054742321
40;50;2;12;0.036980999
40;50;2;14;0.046060893
40;50;2;16;0.026778009
40;50;2;18;0.041448082
40;50;2;20;0.032367252
40;50;3;2;0.214587948
40;50;3;4;0.156496633
40;50;3;6;0.120695319
40;50;3;8;0.098686419
40;50;3;10;0.084446955
40;50;3;12;0.124909098
40;50;3;14;0.075237792
40;50;3;16;0.08610316
40;50;3;18;0.08975916
40;50;3;20;0.084779826
40;50;4;2;0.288399139
40;50;4;4;0.230916662
40;50;4;6;0.220650857
40;50;4;8;0.219993154
40;50;4;10;0.207245662
40;50;4;12;0.177024375
40;50;4;14;0.168006435
40;50;4;16;0.148082011
40;50;4;18;0.180084886
40;50;4;20;0.151924282
40;50;5;2;0.397869827
40;50;5;4;0.354924
40;50;5;6;0.279662454
40;50;5;8;0.277444623
40;50;5;10;0.295345381
40;50;5;12;0.255664701
40;50;5;14;0.232768599
40;50;5;16;0.257362837
40;50;5;18;0.275048077
40;50;5;20;0.244810942
40;50;6;2;0.498054643
40;50;6;4;0.378351912
40;50;6;6;0.357947744
40;50;6;8;0.353963636
40;50;6;10;0.344004186
40;50;6;12;0.340414217
40;50;6;14;0.335891939
40;50;6;16;0.341904812
40;50;6;18;0.283580002
40;50;6;20;0.320355474
40;50;7;2;0.636443385
40;50;7;4;0.531751783
40;50;7;6;0.439403466
40;50;7;8;0.441224925
40;50;7;10;0.443931181
40;50;7;12;0.393501225
40;50;7;14;0.410597736
40;50;7;16;0.376387947
40;50;7;18;0.426034173
40;50;7;20;0.417192665
40;50;8;2;0.797440761
40;50;8;4;0.568667296
40;50;8;6;0.583572664
40;50;8;8;0.527742486
40;50;8;10;0.524898022
40;50;8;12;0.492016944
40;50;8;14;0.505050371
40;50;8;16;0.466447885
40;50;8;18;0.495774959
40;50;8;20;0.48743826
40;50;9;2;0.871164485
40;50;9;4;0.686114982
40;50;9;6;0.647404602
40;50;9;8;0.614203183
40;50;9;10;0.654177295
40;50;9;12;0.603928637
40;50;9;14;0.583556723
40;50;9;16;0.563952789
40;50;9;18;0.592260862
40;50;9;20;0.613854529
40;50;10;2;0.940380288
40;50;10;4;0.852862626
40;50;10;6;0.728680821
40;50;10;8;0.689448563
40;50;10;10;0.6742784
40;50;10;12;0.70258164
40;50;10;14;0.683397868
40;50;10;16;0.687290054
40;50;10;18;0.666823041
40;50;10;20;0.624370497
50;5;1;2;0.032025233
50;5;1;4;0.002995711
50;5;1;6;8.07E-04
50;5;1;8;0
50;5;1;10;3.94E-04
50;5;1;12;5.51E-05
50;5;1;14;0
50;5;1;16;1.97E-04
50;5;1;18;0
50;5;1;20;0
50;5;2;2;0.058811455
50;5;2;4;0.014262407
50;5;2;6;0.005146994
50;5;2;8;0.005365818
50;5;2;10;0.00180369
50;5;2;12;0
50;5;2;14;8.33E-07
50;5;2;16;1.61E-07
50;5;2;18;0
50;5;2;20;1.41E-07
50;5;3;2;0.102500262
50;5;3;4;0.013800157
50;5;3;6;0.002799813
50;5;3;8;0.010093435
50;5;3;10;1.07E-04
50;5;3;12;0.010782983
50;5;3;14;0
50;5;3;16;1.47E-05
50;5;3;18;4.46E-07
50;5;3;20;8.48E-04
50;5;4;2;0.174972275
50;5;4;4;0.038552809
50;5;4;6;0.028262493
50;5;4;8;0.00755281
50;5;4;10;0.009925517
50;5;4;12;0
50;5;4;14;0.001955747
50;5;4;16;0.003848809
50;5;4;18;0.004691144
50;5;4;20;0.006773284
50;5;5;2;0.32633751
50;5;5;4;0.030486759
50;5;5;6;0.052051776
50;5;5;8;0.021256115
50;5;5;10;0.005952438
50;5;5;12;0.011432035
50;5;5;14;1.64E-06
50;5;5;16;0.006654426
50;5;5;18;0.002867476
50;5;5;20;0.017607527
50;5;6;2;0.1802047
50;5;6;4;0.051084762
50;5;6;6;0.034273992
50;5;6;8;3.33E-05
50;5;6;10;0.022053899
50;5;6;12;0
50;5;6;14;0
50;5;6;16;0.012408706
50;5;6;18;0
50;5;6;20;0.035228706
50;5;7;2;0.285591333
50;5;7;4;0.075546239
50;5;7;6;0.062556547
50;5;7;8;0.034290858
50;5;7;10;0.02663324
50;5;7;12;0.014055147
50;5;7;14;0.03828793
50;5;7;16;0
50;5;7;18;1.90E-06
50;5;7;20;0.014113352
50;5;8;2;0.241440344
50;5;8;4;0.084103778
50;5;8;6;0.073680651
50;5;8;8;0.058097304
50;5;8;10;0.044651005
50;5;8;12;0.028151403
50;5;8;14;0.016274676
50;5;8;16;0.01242145
50;5;8;18;0.008195185
50;5;8;20;0.017818944
50;5;9;2;0.456778658
50;5;9;4;0.132372134
50;5;9;6;0.064754909
50;5;9;8;0.008034475
50;5;9;10;0.031877434
50;5;9;12;0
50;5;9;14;0.012748425
50;5;9;16;0.030581485
50;5;9;18;0
50;5;9;20;1.94E-05
50;5;10;2;0.499916408
50;5;10;4;0.118126067
50;5;10;6;0.051908242
50;5;10;8;0.04145719
50;5;10;10;0
50;5;10;12;0.016081127
50;5;10;14;0.028412679
50;5;10;16;0.016525608
50;5;10;18;0
50;5;10;20;0.007665949
50;10;1;2;0.01829331
50;10;1;4;0.006460812
50;10;1;6;0.004760541
50;10;1;8;0.003701126
50;10;1;10;0.00534236
50;10;1;12;0.001931094
50;10;1;14;0.005871704
50;10;1;16;0.003124739
50;10;1;18;0.004159917
50;10;1;20;0.004471364
50;10;2;2;0.06733764
50;10;2;4;0.026660014
50;10;2;6;0.021265462
50;10;2;8;0.016631392
50;10;2;10;0.0205606
50;10;2;12;0.017828965
50;10;2;14;0.006356156
50;10;2;16;0.008868057
50;10;2;18;0.015089814
50;10;2;20;0.00994458
50;10;3;2;0.154589975
50;10;3;4;0.069827759
50;10;3;6;0.055269105
50;10;3;8;0.037323515
50;10;3;10;0.042668877
50;10;3;12;0.037484999
50;10;3;14;0.036210058
50;10;3;16;0.025341687
50;10;3;18;0.03307791
50;10;3;20;0.023738657
50;10;4;2;0.216442111
50;10;4;4;0.146613519
50;10;4;6;0.103561266
50;10;4;8;0.090727754
50;10;4;10;0.053212371
50;10;4;12;0.078585305
50;10;4;14;0.066331743
50;10;4;16;0.067703372
50;10;4;18;0.047508334
50;10;4;20;0.041545014
50;10;5;2;0.309892817
50;10;5;4;0.210152909
50;10;5;6;0.134232397
50;10;5;8;0.119091341
50;10;5;10;0.124719419
50;10;5;12;0.117035867
50;10;5;14;0.084665099
50;10;5;16;0.068183786
50;10;5;18;0.076221044
50;10;5;20;0.079239601
50;10;6;2;0.405097643
50;10;6;4;0.229306271
50;10;6;6;0.234709337
50;10;6;8;0.138081891
50;10;6;10;0.150951017
50;10;6;12;0.118539942
50;10;6;14;0.147744982
50;10;6;16;0.118127801
50;10;6;18;0.115298005
50;10;6;20;0.117210399
50;10;7;2;0.469933091
50;10;7;4;0.292810836
50;10;7;6;0.258370236
50;10;7;8;0.177072053
50;10;7;10;0.160500905
50;10;7;12;0.148585294
50;10;7;14;0.162755326
50;10;7;16;0.117247059
50;10;7;18;0.168121388
50;10;7;20;0.135133638
50;10;8;2;0.54962362
50;10;8;4;0.294359708
50;10;8;6;0.308707662
50;10;8;8;0.249451957
50;10;8;10;0.283606585
50;10;8;12;0.236103003
50;10;8;14;0.162769269
50;10;8;16;0.201798482
50;10;8;18;0.145140676
50;10;8;20;0.172675821
50;10;9;2;0.612960903
50;10;9;4;0.366105995
50;10;9;6;0.342755603
50;10;9;8;0.276239432
50;10;9;10;0.235813017
50;10;9;12;0.28165035
50;10;9;14;0.210122394
50;10;9;16;0.233336886
50;10;9;18;0.239035223
50;10;9;20;0.201187557
50;10;10;2;0.755425392
50;10;10;4;0.440334338
50;10;10;6;0.416205958
50;10;10;8;0.364374645
50;10;10;10;0.316222058
50;10;10;12;0.298939051
50;10;10;14;0.311047955
50;10;10;16;0.297284471
50;10;10;18;0.255683614
50;10;10;20;0.172070595
50;15;1;2;0.028866086
50;15;1;4;0.007702725
50;15;1;6;0.004140659
50;15;1;8;0.013364397
50;15;1;10;0.002443779
50;15;1;12;0.004862399
50;15;1;14;0.001051643
50;15;1;16;0.003312485
50;15;1;18;0.002847686
50;15;1;20;0.003311165
50;15;2;2;0.115221696
50;15;2;4;0.033463008
50;15;2;6;0.038213337
50;15;2;8;0.038143785
50;15;2;10;0.02645938
50;15;2;12;0.033622044
50;15;2;14;0.020445287
50;15;2;16;0.02485375
50;15;2;18;0.017217428
50;15;2;20;0.018743175
50;15;3;2;0.159913911
50;15;3;4;0.087836654
50;15;3;6;0.105245805
50;15;3;8;0.062875715
50;15;3;10;0.05784396
50;15;3;12;0.052705647
50;15;3;14;0.053999824
50;15;3;16;0.049565925
50;15;3;18;0.049966686
50;15;3;20;0.045196681
50;15;4;2;0.228751043
50;15;4;4;0.141308666
50;15;4;6;0.159339253
50;15;4;8;0.13749918
50;15;4;10;0.134601139
50;15;4;12;0.126611612
50;15;4;14;0.077981075
50;15;4;16;0.101311965
50;15;4;18;0.112451036
50;15;4;20;0.123188428
50;15;5;2;0.330457003
50;15;5;4;0.289814427
50;15;5;6;0.184858658
50;15;5;8;0.186551532
50;15;5;10;0.181533637
50;15;5;12;0.13114417
50;15;5;14;0.141434578
50;15;5;16;0.147846459
50;15;5;18;0.15697521
50;15;5;20;0.144723523
50;15;6;2;0.372188026
50;15;6;4;0.339004252
50;15;6;6;0.256533711
50;15;6;8;0.258496911
50;15;6;10;0.253643183
50;15;6;12;0.23889424
50;15;6;14;0.206110859
50;15;6;16;0.235573854
50;15;6;18;0.224419573
50;15;6;20;0.247189697
50;15;7;2;0.498705143
50;15;7;4;0.356605769
50;15;7;6;0.333533107
50;15;7;8;0.304099265
50;15;7;10;0.279240007
50;15;7;12;0.326730525
50;15;7;14;0.229040372
50;15;7;16;0.230091974
50;15;7;18;0.237315024
50;15;7;20;0.210583329
50;15;8;2;0.53208362
50;15;8;4;0.435283909
50;15;8;6;0.436593326
50;15;8;8;0.331742212
50;15;8;10;0.3777221
50;15;8;12;0.339095615
50;15;8;14;0.311119607
50;15;8;16;0.3142653
50;15;8;18;0.282433438
50;15;8;20;0.277942835
50;15;9;2;0.736809304
50;15;9;4;0.583805362
50;15;9;6;0.546232724
50;15;9;8;0.439989697
50;15;9;10;0.404616577
50;15;9;12;0.385484188
50;15;9;14;0.371639523
50;15;9;16;0.351065748
50;15;9;18;0.389379734
50;15;9;20;0.346044376
50;15;10;2;0.82847676
50;15;10;4;0.639534217
50;15;10;6;0.530773526
50;15;10;8;0.576396496
50;15;10;10;0.56759393
50;15;10;12;0.425993936
50;15;10;14;0.450369425
50;15;10;16;0.433465436
50;15;10;18;0.419415262
50;15;10;20;0.394907808
50;20;1;2;0.033093873
50;20;1;4;0.004191684
50;20;1;6;0.005712293
50;20;1;8;0.002925611
50;20;1;10;0.009910333
50;20;1;12;0.002100312
50;20;1;14;0.002871797
50;20;1;16;0.004189349
50;20;1;18;0.00283297
50;20;1;20;0.001186642
50;20;2;2;0.074339768
50;20;2;4;0.031596709
50;20;2;6;0.029663684
50;20;2;8;0.024802195
50;20;2;10;0.029213889
50;20;2;12;0.023428604
50;20;2;14;0.016707463
50;20;2;16;0.023204128
50;20;2;18;0.024333346
50;20;2;20;0.027274662
50;20;3;2;0.194580486
50;20;3;4;0.124685156
50;20;3;6;0.098454225
50;20;3;8;0.088311986
50;20;3;10;0.076913971
50;20;3;12;0.070716816
50;20;3;14;0.070999698
50;20;3;16;0.080455051
50;20;3;18;0.074379433
50;20;3;20;0.054349091
50;20;4;2;0.275959762
50;20;4;4;0.140661607
50;20;4;6;0.169284797
50;20;4;8;0.177348426
50;20;4;10;0.131042862
50;20;4;12;0.146905103
50;20;4;14;0.140109026
50;20;4;16;0.136381459
50;20;4;18;0.113348361
50;20;4;20;0.156396379
50;20;5;2;0.352677816
50;20;5;4;0.272124039
50;20;5;6;0.246064817
50;20;5;8;0.220593672
50;20;5;10;0.19074513
50;20;5;12;0.189546181
50;20;5;14;0.198292722
50;20;5;16;0.170302432
50;20;5;18;0.185102001
50;20;5;20;0.201943764
50;20;6;2;0.461389446
50;20;6;4;0.348718324
50;20;6;6;0.346785565
50;20;6;8;0.281706895
50;20;6;10;0.261292264
50;20;6;12;0.245733223
50;20;6;14;0.243296986
50;20;6;16;0.217386211
50;20;6;18;0.234511273
50;20;6;20;0.27190865
50;20;7;2;0.521161946
50;20;7;4;0.471355826
50;20;7;6;0.39444956
50;20;7;8;0.371530278
50;20;7;10;0.350780283
50;20;7;12;0.350184381
50;20;7;14;0.343413435
50;20;7;16;0.322919038
50;20;7;18;0.37944264
50;20;7;20;0.282012098
50;20;8;2;0.66036289
50;20;8;4;0.459946183
50;20;8;6;0.482202897
50;20;8;8;0.434529713
50;20;8;10;0.426894212
50;20;8;12;0.399179038
50;20;8;14;0.38971132
50;20;8;16;0.416106575
50;20;8;18;0.348871914
50;20;8;20;0.408256739
50;20;9;2;0.6986723
50;20;9;4;0.566660219
50;20;9;6;0.478495882
50;20;9;8;0.52548749
50;20;9;10;0.487099746
50;20;9;12;0.481467151
50;20;9;14;0.493407787
50;20;9;16;0.462374658
50;20;9;18;0.42582866
50;20;9;20;0.434811916
50;20;10;2;0.935260096
50;20;10;4;0.63187654
50;20;10;6;0.670367163
50;20;10;8;0.619595303
50;20;10;10;0.551576789
50;20;10;12;0.537816377
50;20;10;14;0.526874734
50;20;10;16;0.484658082
50;20;10;18;0.514943595
50;20;10;20;0.511862279
50;25;1;2;0.011430319
50;25;1;4;0.005301642
50;25;1;6;0.003703824
50;25;1;8;0.001628866
50;25;1;10;0.006273866
50;25;1;12;0.006183956
50;25;1;14;0.005959774
50;25;1;16;0.004881655
50;25;1;18;0.003762106
50;25;1;20;0.001939144
50;25;2;2;0.11473393
50;25;2;4;0.051451479
50;25;2;6;0.039766739
50;25;2;8;0.034763069
50;25;2;10;0.035098364
50;25;2;12;0.032266803
50;25;2;14;0.034344651
50;25;2;16;0.027338934
50;25;2;18;0.026118276
50;25;2;20;0.026938129
50;25;3;2;0.180228168
50;25;3;4;0.122419909
50;25;3;6;0.102679308
50;25;3;8;0.087865904
50;25;3;10;0.092138623
50;25;3;12;0.079550768
50;25;3;14;0.065954612
50;25;3;16;0.084174182
50;25;3;18;0.068989103
50;25;3;20;0.05476298
50;25;4;2;0.265939992
50;25;4;4;0.204466264
50;25;4;6;0.178781436
50;25;4;8;0.164092861
50;25;4;10;0.166459276
50;25;4;12;0.151573883
50;25;4;14;0.148201007
50;25;4;16;0.114242955
50;25;4;18;0.126605049
50;25;4;20;0.169398912
50;25;5;2;0.414772343
50;25;5;4;0.307199921
50;25;5;6;0.205971152
50;25;5;8;0.245640515
50;25;5;10;0.209268772
50;25;5;12;0.208467584
50;25;5;14;0.202827128
50;25;5;16;0.193717059
50;25;5;18;0.225310572
50;25;5;20;0.224186275
50;25;6;2;0.474714833
50;25;6;4;0.357334729
50;25;6;6;0.339539817
50;25;6;8;0.344353277
50;25;6;10;0.308379999
50;25;6;12;0.272639162
50;25;6;14;0.286572721
50;25;6;16;0.269298329
50;25;6;18;0.281774008
50;25;6;20;0.290141879
50;25;7;2;0.588179917
50;25;7;4;0.420505214
50;25;7;6;0.402839519
50;25;7;8;0.449041325
50;25;7;10;0.440301488
50;25;7;12;0.362431097
50;25;7;14;0.364632649
50;25;7;16;0.307564501
50;25;7;18;0.373435171
50;25;7;20;0.360372098
50;25;8;2;0.674006132
50;25;8;4;0.539101886
50;25;8;6;0.486899862
50;25;8;8;0.486739189
50;25;8;10;0.420370585
50;25;8;12;0.453705647
50;25;8;14;0.395634822
50;25;8;16;0.401883017
50;25;8;18;0.408809872
50;25;8;20;0.416344483
50;25;9;2;0.731293076
50;25;9;4;0.726975704
50;25;9;6;0.504239181
50;25;9;8;0.552568033
50;25;9;10;0.577184011
50;25;9;12;0.517263125
50;25;9;14;0.53451157
50;25;9;16;0.426822704
50;25;9;18;0.493700214
50;25;9;20;0.486309615
50;25;10;2;0.984149078
50;25;10;4;0.781727318
50;25;10;6;0.618052055
50;25;10;8;0.642812554
50;25;10;10;0.639845419
50;25;10;12;0.611116438
50;25;10;14;0.620303094
50;25;10;16;0.524209061
50;25;10;18;0.581185623
50;25;10;20;0.563448044
50;30;1;2;0.020563506
50;30;1;4;0.009105362
50;30;1;6;0.008488861
50;30;1;8;0.002770049
50;30;1;10;0.009769106
50;30;1;12;0.001712403
50;30;1;14;0.003097653
50;30;1;16;0.002316681
50;30;1;18;0.005788697
50;30;1;20;0.004284715
50;30;2;2;0.102803368
50;30;2;4;0.052615167
50;30;2;6;0.039288759
50;30;2;8;0.041400474
50;30;2;10;0.032836089
50;30;2;12;0.028214779
50;30;2;14;0.017761243
50;30;2;16;0.04362057
50;30;2;18;0.031695022
50;30;2;20;0.028043425
50;30;3;2;0.211623601
50;30;3;4;0.130182479
50;30;3;6;0.083695959
50;30;3;8;0.107341134
50;30;3;10;0.087940401
50;30;3;12;0.09013102
50;30;3;14;0.078641216
50;30;3;16;0.089926465
50;30;3;18;0.087763697
50;30;3;20;0.071330656
50;30;4;2;0.315516113
50;30;4;4;0.210896645
50;30;4;6;0.190202248
50;30;4;8;0.16226526
50;30;4;10;0.170460267
50;30;4;12;0.161990074
50;30;4;14;0.159230885
50;30;4;16;0.135183758
50;30;4;18;0.120233037
50;30;4;20;0.121996258
50;30;5;2;0.401453487
50;30;5;4;0.303663714
50;30;5;6;0.267669168
50;30;5;8;0.264772657
50;30;5;10;0.228780815
50;30;5;12;0.237196437
50;30;5;14;0.229064465
50;30;5;16;0.20090705
50;30;5;18;0.205648834
50;30;5;20;0.217371962
50;30;6;2;0.51856861
50;30;6;4;0.357861648
50;30;6;6;0.342692121
50;30;6;8;0.333318715
50;30;6;10;0.30754344
50;30;6;12;0.295050161
50;30;6;14;0.309017023
50;30;6;16;0.327437954
50;30;6;18;0.282394448
50;30;6;20;0.268626961
50;30;7;2;0.677333516
50;30;7;4;0.512683335
50;30;7;6;0.440685196
50;30;7;8;0.375998172
50;30;7;10;0.402110334
50;30;7;12;0.413578161
50;30;7;14;0.366993056
50;30;7;16;0.405382986
50;30;7;18;0.377994039
50;30;7;20;0.370338678
50;30;8;2;0.686336873
50;30;8;4;0.590314138
50;30;8;6;0.525134176
50;30;8;8;0.488349952
50;30;8;10;0.454251167
50;30;8;12;0.458297474
50;30;8;14;0.44517254
50;30;8;16;0.406507166
50;30;8;18;0.451150333
50;30;8;20;0.450707776
50;30;9;2;0.856065806
50;30;9;4;0.618514546
50;30;9;6;0.539500195
50;30;9;8;0.583549397
50;30;9;10;0.524125665
50;30;9;12;0.529420931
50;30;9;14;0.533897637
50;30;9;16;0.545478024
50;30;9;18;0.512514318
50;30;9;20;0.50586381
50;30;10;2;0.950104164
50;30;10;4;0.743499787
50;30;10;6;0.65764102
50;30;10;8;0.655523165
50;30;10;10;0.630197514
50;30;10;12;0.628670119
50;30;10;14;0.68254247
50;30;10;16;0.63520672
50;30;10;18;0.618361285
50;30;10;20;0.593201841
50;35;1;2;0.060606089
50;35;1;4;0.0053297
50;35;1;6;0.003223625
50;35;1;8;0.005839578
50;35;1;10;0.006837793
50;35;1;12;0.006042014
50;35;1;14;0.005005902
50;35;1;16;0.004502518
50;35;1;18;0.005275167
50;35;1;20;0.012635284
50;35;2;2;0.12305775
50;35;2;4;0.045772167
50;35;2;6;0.039623347
50;35;2;8;0.028515223
50;35;2;10;0.024184184
50;35;2;12;0.035128252
50;35;2;14;0.029492119
50;35;2;16;0.022147972
50;35;2;18;0.020043678
50;35;2;20;0.030829447
50;35;3;2;0.170792485
50;35;3;4;0.135558048
50;35;3;6;0.103614045
50;35;3;8;0.080493621
50;35;3;10;0.09591531
50;35;3;12;0.093153447
50;35;3;14;0.086957463
50;35;3;16;0.093823731
50;35;3;18;0.07493924
50;35;3;20;0.09453365
50;35;4;2;0.275856943
50;35;4;4;0.198172837
50;35;4;6;0.185958974
50;35;4;8;0.163897643
50;35;4;10;0.174789578
50;35;4;12;0.139239872
50;35;4;14;0.156558035
50;35;4;16;0.148974951
50;35;4;18;0.149768837
50;35;4;20;0.169671132
50;35;5;2;0.422786679
50;35;5;4;0.301132294
50;35;5;6;0.276837509
50;35;5;8;0.269499109
50;35;5;10;0.243243331
50;35;5;12;0.254672667
50;35;5;14;0.248329836
50;35;5;16;0.219841974
50;35;5;18;0.214058923
50;35;5;20;0.196425682
50;35;6;2;0.490030138
50;35;6;4;0.376513279
50;35;6;6;0.370386986
50;35;6;8;0.330313817
50;35;6;10;0.318578782
50;35;6;12;0.318197282
50;35;6;14;0.335937664
50;35;6;16;0.303978281
50;35;6;18;0.297854753
50;35;6;20;0.305826392
50;35;7;2;0.663585856
50;35;7;4;0.534320111
50;35;7;6;0.4368842
50;35;7;8;0.443709658
50;35;7;10;0.393147859
50;35;7;12;0.390919474
50;35;7;14;0.403420504
50;35;7;16;0.385611747
50;35;7;18;0.359594053
50;35;7;20;0.360575403
50;35;8;2;0.74110361
50;35;8;4;0.560405011
50;35;8;6;0.546554122
50;35;8;8;0.529216723
50;35;8;10;0.510960968
50;35;8;12;0.438371642
50;35;8;14;0.473105904
50;35;8;16;0.442157586
50;35;8;18;0.453694261
50;35;8;20;0.444648457
50;35;9;2;0.896364136
50;35;9;4;0.634129883
50;35;9;6;0.634430172
50;35;9;8;0.570638642
50;35;9;10;0.5582883
50;35;9;12;0.572047592
50;35;9;14;0.524966263
50;35;9;16;0.60277743
50;35;9;18;0.531092564
50;35;9;20;0.530511564
50;35;10;2;0.972322556
50;35;10;4;0.75330545
50;35;10;6;0.751515316
50;35;10;8;0.700472622
50;35;10;10;0.626509961
50;35;10;12;0.689198568
50;35;10;14;0.565602215
50;35;10;16;0.636592693
50;35;10;18;0.669260807
50;35;10;20;0.605312563
50;40;1;2;0.016750477
50;40;1;4;0.013402242
50;40;1;6;0.007814554
50;40;1;8;0.017160893
50;40;1;10;0.00660699
50;40;1;12;0.007456692
50;40;1;14;0.005622486
50;40;1;16;0.003188776
50;40;1;18;0.003697024
50;40;1;20;0.003153762
50;40;2;2;0.135148384
50;40;2;4;0.042170133
50;40;2;6;0.043868039
50;40;2;8;0.028493856
50;40;2;10;0.038045941
50;40;2;12;0.026429049
50;40;2;14;0.030688547
50;40;2;16;0.029082236
50;40;2;18;0.038038999
50;40;2;20;0.027630711
50;40;3;2;0.204590406
50;40;3;4;0.123966036
50;40;3;6;0.11467738
50;40;3;8;0.102531512
50;40;3;10;0.099882089
50;40;3;12;0.09305136
50;40;3;14;0.111327938
50;40;3;16;0.089403655
50;40;3;18;0.106236274
50;40;3;20;0.066126316
50;40;4;2;0.297723865
50;40;4;4;0.203124737
50;40;4;6;0.191232366
50;40;4;8;0.181709234
50;40;4;10;0.181294416
50;40;4;12;0.180794622
50;40;4;14;0.18003352
50;40;4;16;0.153787347
50;40;4;18;0.163289
50;40;4;20;0.163771286
50;40;5;2;0.429483127
50;40;5;4;0.321559969
50;40;5;6;0.292308909
50;40;5;8;0.260137433
50;40;5;10;0.276262978
50;40;5;12;0.24108273
50;40;5;14;0.23220118
50;40;5;16;0.249025962
50;40;5;18;0.235831944
50;40;5;20;0.22755129
50;40;6;2;0.488196018
50;40;6;4;0.376081136
50;40;6;6;0.352111999
50;40;6;8;0.338531801
50;40;6;10;0.335017679
50;40;6;12;0.307340834
50;40;6;14;0.329763961
50;40;6;16;0.341201395
50;40;6;18;0.260121047
50;40;6;20;0.31458345
50;40;7;2;0.641681892
50;40;7;4;0.520275584
50;40;7;6;0.425326821
50;40;7;8;0.422341906
50;40;7;10;0.409404858
50;40;7;12;0.417902695
50;40;7;14;0.38903404
50;40;7;16;0.419544647
50;40;7;18;0.424684766
50;40;7;20;0.382279827
50;40;8;2;0.728050096
50;40;8;4;0.622379746
50;40;8;6;0.548736345
50;40;8;8;0.529212262
50;40;8;10;0.522030543
50;40;8;12;0.491694347
50;40;8;14;0.443308577
50;40;8;16;0.444989877
50;40;8;18;0.439808071
50;40;8;20;0.504407698
50;40;9;2;0.835593436
50;40;9;4;0.680901196
50;40;9;6;0.689527442
50;40;9;8;0.61346025
50;40;9;10;0.585897627
50;40;9;12;0.611442292
50;40;9;14;0.587027948
50;40;9;16;0.514111288
50;40;9;18;0.538867276
50;40;9;20;0.55868558
50;40;10;2;0.890167218
50;40;10;4;0.852828318
50;40;10;6;0.725604921
50;40;10;8;0.695297145
50;40;10;10;0.684857238
50;40;10;12;0.654930596
50;40;10;14;0.661963656
50;40;10;16;0.651061863
50;40;10;18;0.706860761
50;40;10;20;0.686555614
50;45;1;2;0.040252098
50;45;1;4;0.004797477
50;45;1;6;0.020711061
50;45;1;8;0.013841583
50;45;1;10;0.003782549
50;45;1;12;0.008034455
50;45;1;14;0.00933649
50;45;1;16;0.003242345
50;45;1;18;0.011494087
50;45;1;20;0.00252047
50;45;2;2;0.116470999
50;45;2;4;0.046701426
50;45;2;6;0.046438508
50;45;2;8;0.0498404
50;45;2;10;0.043317468
50;45;2;12;0.040021589
50;45;2;14;0.028840077
50;45;2;16;0.032958375
50;45;2;18;0.025431207
50;45;2;20;0.0405995
50;45;3;2;0.218864763
50;45;3;4;0.136635313
50;45;3;6;0.104224152
50;45;3;8;0.096726225
50;45;3;10;0.097904337
50;45;3;12;0.104958189
50;45;3;14;0.084608124
50;45;3;16;0.088773933
50;45;3;18;0.107109958
50;45;3;20;0.089937582
50;45;4;2;0.325058201
50;45;4;4;0.221902656
50;45;4;6;0.178367718
50;45;4;8;0.172775411
50;45;4;10;0.165407475
50;45;4;12;0.168652592
50;45;4;14;0.170045036
