Itearations;Unique samples;Sample length;Map size;MSE
180;10;6;16;0.102186411
180;10;6;18;0.101115874
180;10;6;20;0.145700458
180;10;7;2;0.413566328
180;10;7;4;0.268353054
180;10;7;6;0.243041214
180;10;7;8;0.18705966
180;10;7;10;0.169677366
180;10;7;12;0.140876187
180;10;7;14;0.132819593
180;10;7;16;0.12940876
180;10;7;18;0.156276597
180;10;7;20;0.090545592
180;10;8;2;0.570678822
180;10;8;4;0.342293954
180;10;8;6;0.264131081
180;10;8;8;0.246662036
180;10;8;10;0.23106172
180;10;8;12;0.190981858
180;10;8;14;0.198432779
180;10;8;16;0.202434164
180;10;8;18;0.146544757
180;10;8;20;0.179510223
180;10;9;2;0.602721559
180;10;9;4;0.374896133
180;10;9;6;0.362671487
180;10;9;8;0.303938061
180;10;9;10;0.265299687
180;10;9;12;0.229148981
180;10;9;14;0.290263865
180;10;9;16;0.221724513
180;10;9;18;0.226682569
180;10;9;20;0.165211352
180;10;10;2;0.709315068
180;10;10;4;0.526755529
180;10;10;6;0.419571071
180;10;10;8;0.299571241
180;10;10;10;0.263053212
180;10;10;12;0.233313606
180;10;10;14;0.18609788
180;10;10;16;0.262919119
180;10;10;18;0.213663338
180;10;10;20;0.23439047
180;15;1;2;0.032814089
180;15;1;4;0.004359442
180;15;1;6;0.005666384
180;15;1;8;0.007140389
180;15;1;10;0.001129206
180;15;1;12;0.004779167
180;15;1;14;5.94E-04
180;15;1;16;0.005010776
180;15;1;18;0.001994502
180;15;1;20;0.008715112
180;15;2;2;0.081220184
180;15;2;4;0.054499924
180;15;2;6;0.035362273
180;15;2;8;0.024117607
180;15;2;10;0.025114462
180;15;2;12;0.015154262
180;15;2;14;0.02104533
180;15;2;16;0.022461359
180;15;2;18;0.018653536
180;15;2;20;0.020278979
180;15;3;2;0.163104866
180;15;3;4;0.07735314
180;15;3;6;0.087117695
180;15;3;8;0.054699806
180;15;3;10;0.0575967
180;15;3;12;0.058934092
180;15;3;14;0.059234927
180;15;3;16;0.05820968
180;15;3;18;0.052859524
180;15;3;20;0.052157875
180;15;4;2;0.249489759
180;15;4;4;0.161997731
180;15;4;6;0.132872908
180;15;4;8;0.11498484
180;15;4;10;0.122046408
180;15;4;12;0.08187663
180;15;4;14;0.113788106
180;15;4;16;0.077377993
180;15;4;18;0.100057708
180;15;4;20;0.083116647
180;15;5;2;0.339066228
180;15;5;4;0.221790912
180;15;5;6;0.19937806
180;15;5;8;0.156120791
180;15;5;10;0.200769808
180;15;5;12;0.125713104
180;15;5;14;0.130177648
180;15;5;16;0.152490014
180;15;5;18;0.159685126
180;15;5;20;0.133836188
180;15;6;2;0.361781804
180;15;6;4;0.312600243
180;15;6;6;0.241729067
180;15;6;8;0.233224774
180;15;6;10;0.246553893
180;15;6;12;0.213753167
180;15;6;14;0.195166386
180;15;6;16;0.196829956
180;15;6;18;0.211065562
180;15;6;20;0.142688984
180;15;7;2;0.56480568
180;15;7;4;0.333570682
180;15;7;6;0.339580788
180;15;7;8;0.304868895
180;15;7;10;0.295440301
180;15;7;12;0.282136362
180;15;7;14;0.272120182
180;15;7;16;0.26289924
180;15;7;18;0.289477006
180;15;7;20;0.246326922
180;15;8;2;0.595505562
180;15;8;4;0.420406748
180;15;8;6;0.441049589
180;15;8;8;0.394351244
180;15;8;10;0.373069358
180;15;8;12;0.344385938
180;15;8;14;0.287319443
180;15;8;16;0.341325722
180;15;8;18;0.307294942
180;15;8;20;0.329738221
180;15;9;2;0.686013025
180;15;9;4;0.505597998
180;15;9;6;0.493711083
180;15;9;8;0.406217397
180;15;9;10;0.504788898
180;15;9;12;0.430108582
180;15;9;14;0.428110783
180;15;9;16;0.400760485
180;15;9;18;0.354219463
180;15;9;20;0.316071984
180;15;10;2;0.765307316
180;15;10;4;0.628184569
180;15;10;6;0.536710971
180;15;10;8;0.492824714
180;15;10;10;0.504264513
180;15;10;12;0.460221103
180;15;10;14;0.419250522
180;15;10;16;0.414681265
180;15;10;18;0.464983728
180;15;10;20;0.394925813
180;20;1;2;0.026958982
180;20;1;4;0.007228938
180;20;1;6;0.006070799
180;20;1;8;0.003910019
180;20;1;10;0.001449488
180;20;1;12;0.003917897
180;20;1;14;0.00327223
180;20;1;16;0.003716659
180;20;1;18;0.008376071
180;20;1;20;0.007989701
180;20;2;2;0.099025061
180;20;2;4;0.04108967
180;20;2;6;0.031498682
180;20;2;8;0.035212508
180;20;2;10;0.025059109
180;20;2;12;0.026484946
180;20;2;14;0.029665657
180;20;2;16;0.017099505
180;20;2;18;0.0316051
180;20;2;20;0.029608696
180;20;3;2;0.173529339
180;20;3;4;0.113443661
180;20;3;6;0.088729405
180;20;3;8;0.061745151
180;20;3;10;0.081359045
180;20;3;12;0.092314504
180;20;3;14;0.071509293
180;20;3;16;0.072616143
180;20;3;18;0.049601023
180;20;3;20;0.076698977
180;20;4;2;0.301104248
180;20;4;4;0.182860222
180;20;4;6;0.146793046
180;20;4;8;0.132763843
180;20;4;10;0.168203618
180;20;4;12;0.104301069
180;20;4;14;0.1300729
180;20;4;16;0.104120475
180;20;4;18;0.115122452
180;20;4;20;0.113644881
180;20;5;2;0.350767169
180;20;5;4;0.224720036
180;20;5;6;0.260784372
180;20;5;8;0.214313678
180;20;5;10;0.215336159
180;20;5;12;0.196384903
180;20;5;14;0.189914614
180;20;5;16;0.200200431
180;20;5;18;0.17383727
180;20;5;20;0.173950483
180;20;6;2;0.505240823
180;20;6;4;0.359399137
180;20;6;6;0.30658197
180;20;6;8;0.306499609
180;20;6;10;0.256230265
180;20;6;12;0.254412426
180;20;6;14;0.233540077
180;20;6;16;0.230502875
180;20;6;18;0.275966074
180;20;6;20;0.230222402
180;20;7;2;0.571244691
180;20;7;4;0.448641572
180;20;7;6;0.380632247
180;20;7;8;0.336649424
180;20;7;10;0.346151089
180;20;7;12;0.253978086
180;20;7;14;0.346013619
180;20;7;16;0.296647613
180;20;7;18;0.30325812
180;20;7;20;0.363729504
180;20;8;2;0.670236993
180;20;8;4;0.496389569
180;20;8;6;0.465595402
180;20;8;8;0.385512366
180;20;8;10;0.441234148
180;20;8;12;0.434967212
180;20;8;14;0.352214827
180;20;8;16;0.384935386
180;20;8;18;0.406502937
180;20;8;20;0.405545986
180;20;9;2;0.724774664
180;20;9;4;0.593342344
180;20;9;6;0.595003285
180;20;9;8;0.510119527
180;20;9;10;0.534390674
180;20;9;12;0.482069253
180;20;9;14;0.498306051
180;20;9;16;0.437645743
180;20;9;18;0.458884391
180;20;9;20;0.443623354
180;20;10;2;0.933181302
180;20;10;4;0.718077026
180;20;10;6;0.600426504
180;20;10;8;0.597583763
180;20;10;10;0.516504671
180;20;10;12;0.602767626
180;20;10;14;0.548196243
180;20;10;16;0.522013274
180;20;10;18;0.570265709
180;20;10;20;0.4944666
180;25;1;2;0.031539205
180;25;1;4;0.007911442
180;25;1;6;0.002443606
180;25;1;8;0.003129476
180;25;1;10;0.004198187
180;25;1;12;0.002881662
180;25;1;14;8.31E-04
180;25;1;16;0.00221766
180;25;1;18;0.003047199
180;25;1;20;0.004723043
180;25;2;2;0.083867564
180;25;2;4;0.039203276
180;25;2;6;0.031230774
180;25;2;8;0.028110688
180;25;2;10;0.027464213
180;25;2;12;0.032047428
180;25;2;14;0.025255024
180;25;2;16;0.02237551
180;25;2;18;0.027368702
180;25;2;20;0.019345231
180;25;3;2;0.195102234
180;25;3;4;0.103881845
180;25;3;6;0.097064868
180;25;3;8;0.092828533
180;25;3;10;0.071980613
180;25;3;12;0.083058776
180;25;3;14;0.068871961
180;25;3;16;0.07869929
180;25;3;18;0.069398157
180;25;3;20;0.077539195
180;25;4;2;0.285786422
180;25;4;4;0.203438127
180;25;4;6;0.2123508
180;25;4;8;0.144506781
180;25;4;10;0.142655882
180;25;4;12;0.162496406
180;25;4;14;0.147399658
180;25;4;16;0.143843742
180;25;4;18;0.146734681
180;25;4;20;0.107258294
180;25;5;2;0.403510144
180;25;5;4;0.241466955
180;25;5;6;0.24083045
180;25;5;8;0.234524448
180;25;5;10;0.227992503
180;25;5;12;0.225262464
180;25;5;14;0.208313168
180;25;5;16;0.243084987
180;25;5;18;0.211993583
180;25;5;20;0.170210272
180;25;6;2;0.481751698
180;25;6;4;0.349837327
180;25;6;6;0.338616728
180;25;6;8;0.26165151
180;25;6;10;0.304143254
180;25;6;12;0.300168055
180;25;6;14;0.262672034
180;25;6;16;0.268221046
180;25;6;18;0.294841668
180;25;6;20;0.260994529
180;25;7;2;0.578472456
180;25;7;4;0.468313801
180;25;7;6;0.427761613
180;25;7;8;0.352724039
180;25;7;10;0.375937039
180;25;7;12;0.37671367
180;25;7;14;0.367379853
180;25;7;16;0.328276113
180;25;7;18;0.319927289
180;25;7;20;0.326696063
180;25;8;2;0.691117211
180;25;8;4;0.50796784
180;25;8;6;0.558838773
180;25;8;8;0.464996392
180;25;8;10;0.506412939
180;25;8;12;0.406532551
180;25;8;14;0.439091985
180;25;8;16;0.411553519
180;25;8;18;0.428982523
180;25;8;20;0.456260403
180;25;9;2;0.779345729
180;25;9;4;0.653030639
180;25;9;6;0.570567674
180;25;9;8;0.553039149
180;25;9;10;0.545153376
180;25;9;12;0.526371833
180;25;9;14;0.512653609
180;25;9;16;0.484817814
180;25;9;18;0.502199038
180;25;9;20;0.480485568
180;25;10;2;1.000539698
180;25;10;4;0.767145416
180;25;10;6;0.665217165
180;25;10;8;0.594035635
180;25;10;10;0.636439759
180;25;10;12;0.562655973
180;25;10;14;0.544077084
180;25;10;16;0.593732709
180;25;10;18;0.550927007
180;25;10;20;0.54299258
180;30;1;2;0.022421799
180;30;1;4;0.014515136
180;30;1;6;0.01385655
180;30;1;8;0.004487924
180;30;1;10;0.00425035
180;30;1;12;0.005360047
180;30;1;14;0.003774586
180;30;1;16;0.009605116
180;30;1;18;0.003294333
180;30;1;20;0.00270988
180;30;2;2;0.130995875
180;30;2;4;0.038072012
180;30;2;6;0.032959929
180;30;2;8;0.033460872
180;30;2;10;0.044342339
180;30;2;12;0.028646833
180;30;2;14;0.026397167
180;30;2;16;0.044052489
180;30;2;18;0.022901874
180;30;2;20;0.029593585
180;30;3;2;0.197920275
180;30;3;4;0.131015777
180;30;3;6;0.099805074
180;30;3;8;0.107678612
180;30;3;10;0.095308208
180;30;3;12;0.084730413
180;30;3;14;0.083515458
180;30;3;16;0.087014377
180;30;3;18;0.077002532
180;30;3;20;0.081294452
180;30;4;2;0.307388689
180;30;4;4;0.182289445
180;30;4;6;0.186924685
180;30;4;8;0.182674945
180;30;4;10;0.170535519
180;30;4;12;0.168891002
180;30;4;14;0.153591738
180;30;4;16;0.156793287
180;30;4;18;0.149998798
180;30;4;20;0.147104483
180;30;5;2;0.390407869
180;30;5;4;0.298375672
180;30;5;6;0.296012265
180;30;5;8;0.209592715
180;30;5;10;0.233504828
180;30;5;12;0.23265061
180;30;5;14;0.204882796
180;30;5;16;0.214908159
180;30;5;18;0.219427559
180;30;5;20;0.196116438
180;30;6;2;0.533958138
180;30;6;4;0.347957543
180;30;6;6;0.335639627
180;30;6;8;0.308217586
180;30;6;10;0.33468589
180;30;6;12;0.276482739
180;30;6;14;0.309259665
180;30;6;16;0.264343908
180;30;6;18;0.284763104
180;30;6;20;0.303057813
180;30;7;2;0.608295644
180;30;7;4;0.500532421
180;30;7;6;0.431782709
180;30;7;8;0.395838188
180;30;7;10;0.396122361
180;30;7;12;0.39402993
180;30;7;14;0.387893129
180;30;7;16;0.327929648
180;30;7;18;0.411607195
180;30;7;20;0.378654427
180;30;8;2;0.775109116
180;30;8;4;0.520458459
180;30;8;6;0.485637435
180;30;8;8;0.476830385
180;30;8;10;0.461023132
180;30;8;12;0.465463266
180;30;8;14;0.482319252
180;30;8;16;0.437698703
180;30;8;18;0.441355197
180;30;8;20;0.449170289
180;30;9;2;0.823193587
180;30;9;4;0.737585914
180;30;9;6;0.689099221
180;30;9;8;0.615360242
180;30;9;10;0.555862361
180;30;9;12;0.538778871
180;30;9;14;0.505496023
180;30;9;16;0.487896203
180;30;9;18;0.544322507
180;30;9;20;0.540216739
180;30;10;2;0.98029772
180;30;10;4;0.705287159
180;30;10;6;0.742661251
180;30;10;8;0.630388186
180;30;10;10;0.6854215
180;30;10;12;0.636365023
180;30;10;14;0.636104051
180;30;10;16;0.617087772
180;30;10;18;0.602421213
180;30;10;20;0.614822031
180;35;1;2;0.022383276
180;35;1;4;0.019764554
180;35;1;6;0.004886573
180;35;1;8;0.002634073
180;35;1;10;0.004238356
180;35;1;12;0.01465825
180;35;1;14;0.003848389
180;35;1;16;0.001633735
180;35;1;18;0.005182129
180;35;1;20;0.001360746
180;35;2;2;0.099753649
180;35;2;4;0.087657629
180;35;2;6;0.031456245
180;35;2;8;0.037102384
180;35;2;10;0.036041558
180;35;2;12;0.034711484
180;35;2;14;0.054632767
180;35;2;16;0.028037247
180;35;2;18;0.031735797
180;35;2;20;0.024044
180;35;3;2;0.182601553
180;35;3;4;0.101173213
180;35;3;6;0.106533497
180;35;3;8;0.103724266
180;35;3;10;0.075629937
180;35;3;12;0.099079519
180;35;3;14;0.091094042
180;35;3;16;0.081414702
180;35;3;18;0.081851386
180;35;3;20;0.095384937
180;35;4;2;0.28905719
180;35;4;4;0.197377895
180;35;4;6;0.217152569
180;35;4;8;0.168921667
180;35;4;10;0.192066703
180;35;4;12;0.176155109
180;35;4;14;0.158912179
180;35;4;16;0.166026512
180;35;4;18;0.158394862
180;35;4;20;0.123639268
180;35;5;2;0.416274112
180;35;5;4;0.319674211
180;35;5;6;0.309295573
180;35;5;8;0.251113824
180;35;5;10;0.224868402
180;35;5;12;0.195227903
180;35;5;14;0.214935012
180;35;5;16;0.20396787
180;35;5;18;0.203289754
180;35;5;20;0.194194285
180;35;6;2;0.537087566
180;35;6;4;0.374537588
180;35;6;6;0.33772173
180;35;6;8;0.322827466
180;35;6;10;0.323595605
180;35;6;12;0.28920892
180;35;6;14;0.289249411
180;35;6;16;0.284380389
180;35;6;18;0.314613202
180;35;6;20;0.283188427
180;35;7;2;0.55515342
180;35;7;4;0.476577269
180;35;7;6;0.443670931
180;35;7;8;0.417760521
180;35;7;10;0.431116932
180;35;7;12;0.391181891
180;35;7;14;0.366223774
180;35;7;16;0.385936105
180;35;7;18;0.404041783
180;35;7;20;0.398243975
180;35;8;2;0.76419763
180;35;8;4;0.629611322
180;35;8;6;0.548386741
180;35;8;8;0.536541092
180;35;8;10;0.537191089
180;35;8;12;0.495065561
180;35;8;14;0.459125844
180;35;8;16;0.453553504
180;35;8;18;0.53114062
180;35;8;20;0.478448794
180;35;9;2;0.845687172
180;35;9;4;0.642243204
180;35;9;6;0.551087922
180;35;9;8;0.583352286
180;35;9;10;0.580157753
180;35;9;12;0.540100793
180;35;9;14;0.592210238
180;35;9;16;0.53977792
180;35;9;18;0.518281451
180;35;9;20;0.555227964
180;35;10;2;0.907583992
180;35;10;4;0.743299116
180;35;10;6;0.658059456
180;35;10;8;0.664766055
180;35;10;10;0.637011098
180;35;10;12;0.65967393
180;35;10;14;0.655436541
180;35;10;16;0.673395921
180;35;10;18;0.618688207
180;35;10;20;0.683231585
180;40;1;2;0.037408963
180;40;1;4;0.02807817
180;40;1;6;0.005497902
180;40;1;8;0.007106096
180;40;1;10;0.00602601
180;40;1;12;0.005231272
180;40;1;14;0.001108619
180;40;1;16;0.003870906
180;40;1;18;0.002197764
180;40;1;20;0.006883964
180;40;2;2;0.093036154
180;40;2;4;0.046154406
180;40;2;6;0.045420585
180;40;2;8;0.031339026
180;40;2;10;0.032147473
180;40;2;12;0.040325665
180;40;2;14;0.023137227
180;40;2;16;0.022869084
180;40;2;18;0.027518487
180;40;2;20;0.041628114
180;40;3;2;0.218979372
180;40;3;4;0.148397511
180;40;3;6;0.134825194
180;40;3;8;0.095137045
180;40;3;10;0.11257619
180;40;3;12;0.085812395
180;40;3;14;0.090482133
180;40;3;16;0.075375798
180;40;3;18;0.083559805
180;40;3;20;0.080224842
180;40;4;2;0.275718216
180;40;4;4;0.189930012
180;40;4;6;0.208074033
180;40;4;8;0.190542437
180;40;4;10;0.166199911
180;40;4;12;0.175838844
180;40;4;14;0.150133457
180;40;4;16;0.143150554
180;40;4;18;0.17021012
180;40;4;20;0.158210943
180;40;5;2;0.421227605
180;40;5;4;0.326287301
180;40;5;6;0.284421708
180;40;5;8;0.247470058
180;40;5;10;0.237855863
180;40;5;12;0.271545496
180;40;5;14;0.234727602
180;40;5;16;0.247661734
180;40;5;18;0.235245604
180;40;5;20;0.238186538
180;40;6;2;0.503895919
180;40;6;4;0.399886472
180;40;6;6;0.390626386
180;40;6;8;0.350849466
180;40;6;10;0.347744047
180;40;6;12;0.313318691
180;40;6;14;0.306028726
180;40;6;16;0.309329936
180;40;6;18;0.316209834
180;40;6;20;0.312762162
180;40;7;2;0.567635502
180;40;7;4;0.50342359
180;40;7;6;0.471585337
180;40;7;8;0.391583695
180;40;7;10;0.38804529
180;40;7;12;0.399931645
180;40;7;14;0.409812908
180;40;7;16;0.37644593
180;40;7;18;0.358845195
180;40;7;20;0.360900759
180;40;8;2;0.727782799
180;40;8;4;0.627743815
180;40;8;6;0.55888198
180;40;8;8;0.508446802
180;40;8;10;0.513203123
180;40;8;12;0.511480093
180;40;8;14;0.496385471
180;40;8;16;0.446611203
180;40;8;18;0.473970607
180;40;8;20;0.450969113
180;40;9;2;0.864322521
180;40;9;4;0.69908212
180;40;9;6;0.653230692
180;40;9;8;0.600233045
180;40;9;10;0.566218532
180;40;9;12;0.543161223
180;40;9;14;0.567054927
180;40;9;16;0.542118427
180;40;9;18;0.56953325
180;40;9;20;0.546591959
180;40;10;2;0.935800983
180;40;10;4;0.752154866
180;40;10;6;0.811753492
180;40;10;8;0.691349547
180;40;10;10;0.655622919
180;40;10;12;0.722472823
180;40;10;14;0.622352991
180;40;10;16;0.658399644
180;40;10;18;0.642690447
180;40;10;20;0.661680835
180;45;1;2;0.020303848
180;45;1;4;0.005150486
180;45;1;6;0.005004634
180;45;1;8;0.00824061
180;45;1;10;0.014658825
180;45;1;12;0.005685718
180;45;1;14;0.004212406
180;45;1;16;0.005892242
180;45;1;18;0.004767559
180;45;1;20;0.002029892
180;45;2;2;0.101316293
180;45;2;4;0.053680326
180;45;2;6;0.030743709
180;45;2;8;0.044749924
180;45;2;10;0.026986681
180;45;2;12;0.034977109
180;45;2;14;0.040112665
180;45;2;16;0.052871518
180;45;2;18;0.034331662
180;45;2;20;0.020516258
180;45;3;2;0.194656021
180;45;3;4;0.158269335
180;45;3;6;0.100330965
180;45;3;8;0.11601676
180;45;3;10;0.114287315
180;45;3;12;0.108116603
180;45;3;14;0.094110047
180;45;3;16;0.076824413
180;45;3;18;0.089114964
180;45;3;20;0.091971106
180;45;4;2;0.30089292
180;45;4;4;0.212829676
180;45;4;6;0.217932052
180;45;4;8;0.179402322
180;45;4;10;0.21413722
180;45;4;12;0.158789235
180;45;4;14;0.159799646
180;45;4;16;0.164085978
180;45;4;18;0.156987023
180;45;4;20;0.156802627
180;45;5;2;0.379217631
180;45;5;4;0.322557264
180;45;5;6;0.269995539
180;45;5;8;0.295874471
180;45;5;10;0.255473945
180;45;5;12;0.233783286
180;45;5;14;0.246776094
180;45;5;16;0.246176433
180;45;5;18;0.224984474
180;45;5;20;0.225851854
180;45;6;2;0.527325789
180;45;6;4;0.40971426
180;45;6;6;0.352716677
180;45;6;8;0.389215276
180;45;6;10;0.319169071
180;45;6;12;0.329892033
180;45;6;14;0.354780764
180;45;6;16;0.329159567
180;45;6;18;0.304991535
180;45;6;20;0.350030717
180;45;7;2;0.596729811
180;45;7;4;0.535988312
180;45;7;6;0.430198801
180;45;7;8;0.434785371
180;45;7;10;0.426348367
180;45;7;12;0.385650302
180;45;7;14;0.403332427
180;45;7;16;0.414807868
180;45;7;18;0.382962821
180;45;7;20;0.397196623
180;45;8;2;0.813984793
180;45;8;4;0.598534589
180;45;8;6;0.618726662
180;45;8;8;0.551290589
180;45;8;10;0.526658169
180;45;8;12;0.486728447
180;45;8;14;0.426314785
180;45;8;16;0.45291292
180;45;8;18;0.442348134
180;45;8;20;0.463055986
180;45;9;2;0.801164335
180;45;9;4;0.679717289
180;45;9;6;0.655384134
180;45;9;8;0.626253716
180;45;9;10;0.590547773
180;45;9;12;0.584272911
180;45;9;14;0.57391543
180;45;9;16;0.576388795
180;45;9;18;0.528010248
180;45;9;20;0.58943107
180;45;10;2;0.96074877
180;45;10;4;0.78401894
180;45;10;6;0.697301281
180;45;10;8;0.68227863
180;45;10;10;0.682745029
180;45;10;12;0.693297897
180;45;10;14;0.672424478
180;45;10;16;0.643428471
180;45;10;18;0.671019765
180;45;10;20;0.675296053
180;50;1;2;0.072771155
180;50;1;4;0.006800932
180;50;1;6;0.006703206
180;50;1;8;0.004507074
180;50;1;10;0.004846762
180;50;1;12;0.00761448
180;50;1;14;0.005178438
180;50;1;16;0.005235537
180;50;1;18;0.003774432
180;50;1;20;0.010442965
180;50;2;2;0.108942303
180;50;2;4;0.050472903
180;50;2;6;0.052442428
180;50;2;8;0.033125667
180;50;2;10;0.038471466
180;50;2;12;0.03409207
180;50;2;14;0.041617743
180;50;2;16;0.031543814
180;50;2;18;0.031004704
180;50;2;20;0.027124025
180;50;3;2;0.171140382
180;50;3;4;0.136815958
180;50;3;6;0.11342198
180;50;3;8;0.110674538
180;50;3;10;0.115616974
180;50;3;12;0.082238129
180;50;3;14;0.100852481
180;50;3;16;0.090309416
180;50;3;18;0.077007835
180;50;3;20;0.096871033
180;50;4;2;0.300323388
180;50;4;4;0.234781426
180;50;4;6;0.206124511
180;50;4;8;0.190690785
180;50;4;10;0.176153822
180;50;4;12;0.141474734
180;50;4;14;0.152579267
180;50;4;16;0.162731167
180;50;4;18;0.166887914
180;50;4;20;0.155564179
180;50;5;2;0.404019604
180;50;5;4;0.327869037
180;50;5;6;0.347380018
180;50;5;8;0.257513568
180;50;5;10;0.275648644
180;50;5;12;0.273259203
180;50;5;14;0.292561168
180;50;5;16;0.217883879
180;50;5;18;0.223127298
180;50;5;20;0.226626472
180;50;6;2;0.518200347
180;50;6;4;0.380965627
180;50;6;6;0.375211044
180;50;6;8;0.370908511
180;50;6;10;0.335120768
180;50;6;12;0.358097367
180;50;6;14;0.342128314
180;50;6;16;0.305716314
180;50;6;18;0.332282654
180;50;6;20;0.310991153
180;50;7;2;0.636918985
180;50;7;4;0.482095352
180;50;7;6;0.437064387
180;50;7;8;0.466980467
180;50;7;10;0.426532841
180;50;7;12;0.419023343
180;50;7;14;0.422492882
180;50;7;16;0.428077517
180;50;7;18;0.393232413
180;50;7;20;0.397212906
180;50;8;2;0.769199947
180;50;8;4;0.640400423
180;50;8;6;0.564915785
180;50;8;8;0.499200082
180;50;8;10;0.540244775
180;50;8;12;0.458047646
180;50;8;14;0.489864608
180;50;8;16;0.526580629
180;50;8;18;0.477065714
180;50;8;20;0.458648268
180;50;9;2;0.921527341
180;50;9;4;0.682027074
180;50;9;6;0.63845148
180;50;9;8;0.628709013
180;50;9;10;0.595392374
180;50;9;12;0.64083937
180;50;9;14;0.535043052
180;50;9;16;0.601807122
180;50;9;18;0.595978029
180;50;9;20;0.587081089
180;50;10;2;0.941285311
180;50;10;4;0.815224451
180;50;10;6;0.782019431
180;50;10;8;0.711761413
180;50;10;10;0.649404316
180;50;10;12;0.666856467
180;50;10;14;0.73390916
180;50;10;16;0.64711533
180;50;10;18;0.636475658
180;50;10;20;0.653532647
190;5;1;2;0.061341605
190;5;1;4;2.22E-04
190;5;1;6;9.43E-04
190;5;1;8;0
190;5;1;10;3.44E-06
190;5;1;12;3.33E-04
190;5;1;14;0.002944181
190;5;1;16;0
190;5;1;18;0
190;5;1;20;0.001427572
190;5;2;2;0.021912867
190;5;2;4;0.001893752
190;5;2;6;0.003810711
190;5;2;8;3.00E-04
190;5;2;10;5.72E-05
190;5;2;12;6.69E-04
190;5;2;14;0
190;5;2;16;5.55E-04
190;5;2;18;0
190;5;2;20;0.001114329
190;5;3;2;0.122461079
190;5;3;4;0.022256458
190;5;3;6;0.014476495
190;5;3;8;0.005476262
190;5;3;10;0.003021952
190;5;3;12;0.005400976
190;5;3;14;0
190;5;3;16;5.65E-04
190;5;3;18;0
190;5;3;20;0.007957823
190;5;4;2;0.222145251
190;5;4;4;0.06378009
190;5;4;6;0.038802254
190;5;4;8;0.010091899
190;5;4;10;0.004857368
190;5;4;12;0.00399786
190;5;4;14;0.001547354
190;5;4;16;1.39E-06
190;5;4;18;0.002769698
190;5;4;20;0.013663229
190;5;5;2;0.205601462
190;5;5;4;0.030255975
190;5;5;6;0.031064522
190;5;5;8;4.65E-05
190;5;5;10;0.010191338
190;5;5;12;0.005711107
190;5;5;14;0
190;5;5;16;0.014027231
190;5;5;18;0
190;5;5;20;6.73E-04
190;5;6;2;0.217448293
190;5;6;4;0.054691288
190;5;6;6;0.035816132
190;5;6;8;0
190;5;6;10;0.013836778
190;5;6;12;0.008291195
190;5;6;14;0.005116396
190;5;6;16;0.022128439
190;5;6;18;0
190;5;6;20;0.010977248
190;5;7;2;0.247786047
190;5;7;4;0.087259904
190;5;7;6;0.091428431
190;5;7;8;3.20E-05
190;5;7;10;0.043356897
190;5;7;12;0.026221479
190;5;7;14;0
190;5;7;16;0.025433593
190;5;7;18;0
190;5;7;20;0.031643369
190;5;8;2;0.401578229
190;5;8;4;0.093117642
190;5;8;6;0.031417318
190;5;8;8;0.007240391
190;5;8;10;0.005945238
190;5;8;12;0.009969814
190;5;8;14;0.019490826
190;5;8;16;0.030496749
190;5;8;18;0.004000078
190;5;8;20;0.009489751
190;5;9;2;0.282789805
190;5;9;4;0.18856594
190;5;9;6;0.136311537
190;5;9;8;0.014961747
190;5;9;10;0.074368058
190;5;9;12;0.049516902
190;5;9;14;0.022152769
190;5;9;16;0.017376245
190;5;9;18;0
190;5;9;20;0
190;5;10;2;0.390327728
190;5;10;4;0.125049095
190;5;10;6;0.097895516
190;5;10;8;0.11576793
190;5;10;10;1.28E-04
190;5;10;12;0.030860837
190;5;10;14;0
190;5;10;16;1.16E-06
190;5;10;18;0.009674561
190;5;10;20;0.024429035
190;10;1;2;0.029207123
190;10;1;4;0.006082187
190;10;1;6;0.004923772
190;10;1;8;3.16E-04
190;10;1;10;0.003892755
190;10;1;12;0.00113819
190;10;1;14;0.002523107
190;10;1;16;0.004037353
190;10;1;18;0.001325189
190;10;1;20;0.003659061
190;10;2;2;0.108790179
190;10;2;4;0.037369206
190;10;2;6;0.019570099
190;10;2;8;0.019831553
190;10;2;10;0.012113201
190;10;2;12;0.013086614
190;10;2;14;0.014953467
190;10;2;16;0.012999937
190;10;2;18;0.011372545
190;10;2;20;0.012269233
190;10;3;2;0.123265454
190;10;3;4;0.082913246
190;10;3;6;0.053190801
190;10;3;8;0.047207309
190;10;3;10;0.035971748
190;10;3;12;0.03730735
190;10;3;14;0.028081534
190;10;3;16;0.025013542
190;10;3;18;0.038835594
190;10;3;20;0.028455544
190;10;4;2;0.176946892
190;10;4;4;0.107980114
190;10;4;6;0.109815932
190;10;4;8;0.087325628
190;10;4;10;0.074446166
190;10;4;12;0.062593991
190;10;4;14;0.050624805
190;10;4;16;0.044415922
190;10;4;18;0.069662256
190;10;4;20;0.061264106
190;10;5;2;0.275805405
190;10;5;4;0.14510753
190;10;5;6;0.143636476
190;10;5;8;0.083019431
190;10;5;10;0.121361778
190;10;5;12;0.056577069
190;10;5;14;0.069382108
190;10;5;16;0.093597101
190;10;5;18;0.102644164
190;10;5;20;0.075799882
190;10;6;2;0.374504581
190;10;6;4;0.270556677
190;10;6;6;0.152834084
190;10;6;8;0.135667412
190;10;6;10;0.182304611
190;10;6;12;0.13097629
190;10;6;14;0.135496459
190;10;6;16;0.087727274
